time;section_name;reef_section;transect_id;point_id
Oligocene;Santa Cesarea;reef front;SCT4;Actinacis
Oligocene;Santa Cesarea;reef front;SCT4;Actinacis
Oligocene;Santa Cesarea;reef front;SCT4;Actinacis
Oligocene;Santa Cesarea;reef front;SCT4;Actinacis
Oligocene;Santa Cesarea;reef front;SCT4;Actinacis
Oligocene;Santa Cesarea;reef front;SCT6;Actinacis
Oligocene;Santa Cesarea;reef front;SCT6;Actinacis
Oligocene;Santa Cesarea;reef front;SCT6;Actinacis
Oligocene;Santa Cesarea;reef front;SCT6;Actinacis
Oligocene;Santa Cesarea;reef front;SCT6;Actinacis
Oligocene;Santa Cesarea;reef front;SCT6;Actinacis
Oligocene;Santa Cesarea;reef front;SCT6;Actinacis
Oligocene;Santa Cesarea;reef front;SCT6;Actinacis
Oligocene;Santa Cesarea;reef front;SCT6;Actinacis
Oligocene;Santa Cesarea;reef front;SCT6;Actinacis
Oligocene;Santa Cesarea;reef front;SCT6;Actinacis
Oligocene;Santa Cesarea;reef front;SCT6;Actinacis
Oligocene;Santa Cesarea;reef front;SCT6;Actinacis
Oligocene;Santa Cesarea;reef front;SCT6;Actinacis
Oligocene;Santa Cesarea;reef front;SCT8;Actinacis
Oligocene;Santa Cesarea;reef front;SCT8;Actinacis
Oligocene;Santa Cesarea;reef front;SCT8;Actinacis
Oligocene;Santa Cesarea;reef front;SCT8;Actinacis
Oligocene;Santa Cesarea;reef front;SCT8;Actinacis
Oligocene;Santa Cesarea;reef front;SCT8;Actinacis
Oligocene;Santa Cesarea;reef front;SCT8;Actinacis
Oligocene;Santa Cesarea;reef front;SCT8;Actinacis
Oligocene;Santa Cesarea;reef front;SCT8;Actinacis
Oligocene;Santa Cesarea;reef front;SCT8;Actinacis
Oligocene;Santa Cesarea;reef front;SCT8;Actinacis
Oligocene;Santa Cesarea;reef front;SCT8;Actinacis
Oligocene;Santa Cesarea;reef front;SCT8;Actinacis
Oligocene;Santa Cesarea;reef front;SCT8;Actinacis
Oligocene;Santa Cesarea;reef front;SCT8;Actinacis
Oligocene;Santa Cesarea;reef front;SCT8;Actinacis
Oligocene;Santa Cesarea;reef front;SCT8;Actinacis
Oligocene;Santa Cesarea;reef front;SCT8;Actinacis
Oligocene;Santa Cesarea;reef front;SCT8;Actinacis
Oligocene;Porto Miggiano;proximal slope;PML5;Actinacis
Oligocene;Porto Miggiano;proximal slope;PML5;Actinacis
Oligocene;Porto Miggiano;proximal slope;PML5;Actinacis
Oligocene;Porto Miggiano;proximal slope;PML5;Actinacis
Oligocene;Porto Miggiano;proximal slope;PML5;Actinacis
Oligocene;Porto Miggiano;proximal slope;PML5;Actinacis
Oligocene;Porto Miggiano;proximal slope;PML5;Actinacis
Oligocene;Porto Miggiano;proximal slope;PML5;Actinacis
Oligocene;Porto Miggiano;proximal slope;PML5;Actinacis
Oligocene;Porto Miggiano;proximal slope;PML6;Astreopora
Oligocene;Porto Miggiano;proximal slope;PML6;Astreopora
Oligocene;Vitigliano;back reef;VT1;Bioclastic sediment
Oligocene;Vitigliano;back reef;VT1;Bioclastic sediment
Oligocene;Vitigliano;back reef;VT1;Bioclastic sediment
Oligocene;Vitigliano;back reef;VT1;Bioclastic sediment
Oligocene;Vitigliano;back reef;VT1;Bioclastic sediment
Oligocene;Vitigliano;back reef;VT1;Bioclastic sediment
Oligocene;Vitigliano;back reef;VT1;Bioclastic sediment
Oligocene;Vitigliano;back reef;VT1;Bioclastic sediment
Oligocene;Vitigliano;back reef;VT1;Bioclastic sediment
Oligocene;Vitigliano;back reef;VT1;Bioclastic sediment
Oligocene;Vitigliano;back reef;VT1;Bioclastic sediment
Oligocene;Vitigliano;back reef;VT1;Bioclastic sediment
Oligocene;Vitigliano;back reef;VT1;Bioclastic sediment
Oligocene;Vitigliano;back reef;VT2;Bioclastic sediment
Oligocene;Vitigliano;back reef;VT3;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT1;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT1;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT1;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT1;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT1;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT1;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT1;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT2;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT2;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT2;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT2;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT2;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT2;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT2;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT2;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT2;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT2;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT2;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT2;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT2;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT2;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT2;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT2;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT2;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT3;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT3;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT3;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT3;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT3;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT3;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT3;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT3;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT3;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT3;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT3;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT3;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT3;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT3;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT3;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT3;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT3;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT3;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT3;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT3;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT3;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT3;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT3;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT3;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT3;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT3;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT3;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT3;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT3;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT3;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT3;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT3;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT3;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT3;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT3;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT3;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT3;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT3;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT3;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT3;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT3;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT3;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT3;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT3;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT3;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT3;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT3;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT3;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT3;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT3;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT3;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT3;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT3;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT3;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT4;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT4;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT4;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT4;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT4;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT4;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT4;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT4;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT4;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT4;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT4;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT4;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT4;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT4;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT4;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT4;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT4;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT4;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT4;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT4;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT4;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT4;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT4;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT4;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT4;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT4;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT4;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT4;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT4;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT5;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT5;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT5;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT5;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT5;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT5;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT5;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT5;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT5;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT5;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT5;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT5;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT5;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT5;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT5;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT5;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT5;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT5;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT5;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT5;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT5;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT5;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT5;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT5;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT5;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT5;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT5;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT5;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT5;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT5;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT5;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT5;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT5;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT5;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT5;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT6;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT6;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT6;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT6;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT6;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT6;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT6;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT6;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT6;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT6;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT6;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT6;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT6;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT6;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT6;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT6;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT6;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT6;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT6;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT6;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT6;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT6;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT6;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT6;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT6;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT6;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT6;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT6;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT6;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT6;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT7;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT7;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT7;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT7;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT7;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT7;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT7;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT7;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT7;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT7;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT7;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT7;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT7;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT7;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT7;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT7;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT7;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT7;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT7;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT7;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT7;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT7;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT7;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT7;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT7;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT7;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT7;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT7;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT8;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT8;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT8;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT8;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT8;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT8;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT8;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT8;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT8;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT8;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT8;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT8;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT8;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT8;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT8;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT8;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT8;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT8;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT8;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT8;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT8;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT8;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT8;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT8;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT8;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT8;Bioclastic sediment
Oligocene;Santa Cesarea;reef front;SCT3;Bivalve
Miocene;Tricase;back reef;TL6;Bivalve
Oligocene;Santa Cesarea;reef front;SCT8;Bivalve boring
Oligocene;Santa Cesarea;reef front;SCT8;Bivalve boring
Oligocene;Santa Cesarea;reef front;SCT8;Bivalve boring
Oligocene;Porto Miggiano;proximal slope;PML1;Caulastrea
Oligocene;Porto Miggiano;proximal slope;PML1;Caulastrea
Oligocene;Porto Miggiano;proximal slope;PML1;Caulastrea
Oligocene;Porto Miggiano;proximal slope;PML1;Caulastrea
Oligocene;Porto Miggiano;proximal slope;PML1;Caulastrea
Oligocene;Porto Miggiano;proximal slope;PML1;Caulastrea
Oligocene;Porto Miggiano;proximal slope;PML1;Caulastrea
Oligocene;Porto Miggiano;proximal slope;PML1;Caulastrea
Oligocene;Porto Miggiano;proximal slope;PML2;Caulastrea
Oligocene;Porto Miggiano;proximal slope;PML2;Caulastrea
Oligocene;Porto Miggiano;proximal slope;PML2;Caulastrea
Oligocene;Porto Miggiano;proximal slope;PML2;Caulastrea
Oligocene;Porto Miggiano;proximal slope;PML2;Caulastrea
Oligocene;Porto Miggiano;proximal slope;PML3;Caulastrea
Oligocene;Porto Miggiano;proximal slope;PML3;Caulastrea
Oligocene;Porto Miggiano;proximal slope;PML3;Caulastrea
Oligocene;Porto Miggiano;proximal slope;PML3;Caulastrea
Oligocene;Porto Miggiano;proximal slope;PML3;Caulastrea
Oligocene;Porto Miggiano;proximal slope;PML3;Caulastrea
Oligocene;Porto Miggiano;proximal slope;PML3;Caulastrea
Oligocene;Porto Miggiano;proximal slope;PML3;Caulastrea
Oligocene;Porto Miggiano;proximal slope;PML3;Caulastrea
Oligocene;Porto Miggiano;proximal slope;PML3;Caulastrea
Oligocene;Porto Miggiano;proximal slope;PML3;Caulastrea
Oligocene;Porto Miggiano;proximal slope;PML3;Caulastrea
Oligocene;Porto Miggiano;proximal slope;PML3;Caulastrea
Oligocene;Porto Miggiano;proximal slope;PML3;Caulastrea
Oligocene;Porto Miggiano;proximal slope;PML5;Caulastrea
Oligocene;Santa Cesarea;reef front;SCT2;CCA
Miocene;Leuca;proximal slope;LCT2;CCA
Miocene;Ciolo;reef front;CGL1;Cement
Miocene;Ciolo;reef front;CGL2;Cement
Miocene;Ciolo;reef front;CGL2;Cement
Miocene;Ciolo;reef front;CGL2;Cement
Miocene;Ciolo;reef front;CGL2;Cement
Miocene;Ciolo;reef front;CGL2;Cement
Miocene;Ciolo;reef front;CGL4;Cement
Miocene;Ciolo;reef front;CGL4;Cement
Miocene;Ciolo;reef front;CGL4;Cement
Miocene;Ciolo;reef front;CGL4;Cement
Miocene;Ciolo;reef front;CGL4;Cement
Miocene;Ciolo;reef front;CGL4;Cement
Miocene;Ciolo;reef front;CGL4;Cement
Miocene;Ciolo;reef front;CGL4;Cement
Miocene;Ciolo;reef front;CGL5;Cement
Miocene;Ciolo;reef front;CGL6;Cement
Miocene;Ciolo;reef front;CGL7;Cement
Miocene;Ciolo;reef front;CGL7;Cement
Oligocene;Vitigliano;back reef;VT3;Coral
Oligocene;Vitigliano;back reef;VT3;Coral
Oligocene;Santa Cesarea;reef front;SCT2;Coral
Oligocene;Santa Cesarea;reef front;SCT2;Coral
Oligocene;Santa Cesarea;reef front;SCT3;Coral
Oligocene;Santa Cesarea;reef front;SCT3;Coral
Oligocene;Santa Cesarea;reef front;SCT3;Coral
Oligocene;Santa Cesarea;reef front;SCT3;Coral
Oligocene;Santa Cesarea;reef front;SCT3;Coral
Oligocene;Santa Cesarea;reef front;SCT3;Coral
Oligocene;Santa Cesarea;reef front;SCT3;Coral
Oligocene;Santa Cesarea;reef front;SCT3;Coral
Oligocene;Santa Cesarea;reef front;SCT3;Coral
Oligocene;Santa Cesarea;reef front;SCT4;Coral
Oligocene;Santa Cesarea;reef front;SCT6;Coral
Oligocene;Santa Cesarea;reef front;SCT7;Coral
Oligocene;Santa Cesarea;reef front;SCT7;Coral
Oligocene;Santa Cesarea;reef front;SCT7;Coral
Oligocene;Porto Miggiano;proximal slope;PML1;Coral
Oligocene;Porto Miggiano;proximal slope;PML1;Coral
Oligocene;Porto Miggiano;proximal slope;PML1;Coral
Oligocene;Porto Miggiano;proximal slope;PML2;Coral
Oligocene;Porto Miggiano;proximal slope;PML2;Coral
Oligocene;Porto Miggiano;proximal slope;PML3;Coral
Oligocene;Porto Miggiano;proximal slope;PML4;Coral
Oligocene;Porto Miggiano;proximal slope;PML4;Coral
Oligocene;Porto Miggiano;proximal slope;PML4;Coral
Oligocene;Porto Miggiano;proximal slope;PML4;Coral
Oligocene;Porto Miggiano;proximal slope;PML4;Coral
Oligocene;Porto Miggiano;proximal slope;PML4;Coral
Oligocene;Porto Miggiano;proximal slope;PML4;Coral
Oligocene;Porto Miggiano;proximal slope;PML4;Coral
Oligocene;Porto Miggiano;proximal slope;PML4;Coral
Oligocene;Porto Miggiano;proximal slope;PML4;Coral
Oligocene;Porto Miggiano;proximal slope;PML4;Coral
Oligocene;Porto Miggiano;proximal slope;PML5;Coral
Oligocene;Porto Miggiano;proximal slope;PML6;Coral
Oligocene;Porto Miggiano;proximal slope;PML6;Coral
Oligocene;Porto Miggiano;proximal slope;PML6;Coral
Oligocene;Porto Miggiano;proximal slope;PML6;Coral
Oligocene;Santa Cesarea;reef front;SCT8;Coralline algae
Oligocene;Vitigliano;back reef;VT1;Favites
Oligocene;Vitigliano;back reef;VT1;Favites
Oligocene;Vitigliano;back reef;VT2;Favites
Oligocene;Vitigliano;back reef;VT2;Favites
Oligocene;Vitigliano;back reef;VT3;Favites
Oligocene;Vitigliano;back reef;VT3;Favites
Oligocene;Vitigliano;back reef;VT3;Favites
Oligocene;Vitigliano;back reef;VT3;Favites
Oligocene;Vitigliano;back reef;VT3;Favites
Oligocene;Vitigliano;back reef;VT3;Favites
Oligocene;Vitigliano;back reef;VT4;Favites
Oligocene;Vitigliano;back reef;VT4;Favites
Oligocene;Vitigliano;back reef;VT4;Favites
Oligocene;Vitigliano;back reef;VT4;Favites
Oligocene;Vitigliano;back reef;VT4;Favites
Oligocene;Vitigliano;back reef;VT4;Favites
Oligocene;Santa Cesarea;reef front;SCT1;Favites
Oligocene;Santa Cesarea;reef front;SCT1;Favites
Oligocene;Santa Cesarea;reef front;SCT1;Favites
Oligocene;Santa Cesarea;reef front;SCT1;Favites
Oligocene;Santa Cesarea;reef front;SCT1;Favites
Oligocene;Santa Cesarea;reef front;SCT1;Favites
Oligocene;Santa Cesarea;reef front;SCT2;Favites
Oligocene;Santa Cesarea;reef front;SCT2;Favites
Oligocene;Santa Cesarea;reef front;SCT2;Favites
Oligocene;Santa Cesarea;reef front;SCT2;Favites
Oligocene;Santa Cesarea;reef front;SCT3;Favites
Oligocene;Santa Cesarea;reef front;SCT3;Favites
Oligocene;Santa Cesarea;reef front;SCT8;Favites
Oligocene;Santa Cesarea;reef front;SCT8;Favites
Oligocene;Santa Cesarea;reef front;SCT8;Favites
Oligocene;Santa Cesarea;reef front;SCT8;Favites
Oligocene;Santa Cesarea;reef front;SCT8;Favites
Oligocene;Santa Cesarea;reef front;SCT8;Favites
Oligocene;Santa Cesarea;reef front;SCT8;Favites
Oligocene;Porto Miggiano;proximal slope;PML1;Favites
Oligocene;Porto Miggiano;proximal slope;PML6;Favites
Oligocene;Porto Miggiano;proximal slope;PML6;Favites
Oligocene;Porto Miggiano;proximal slope;PML6;Favites
Oligocene;Porto Miggiano;proximal slope;PML5;Coral
Oligocene;Porto Miggiano;proximal slope;PML5;Glauconite
Oligocene;Vitigliano;back reef;VT1;Hydnophora
Oligocene;Santa Cesarea;reef front;SCT5;Hydnophora
Oligocene;Santa Cesarea;reef front;SCT5;Hydnophora
Oligocene;Santa Cesarea;reef front;SCT5;Hydnophora
Oligocene;Santa Cesarea;reef front;SCT5;Hydnophora
Oligocene;Santa Cesarea;reef front;SCT5;Hydnophora
Oligocene;Santa Cesarea;reef front;SCT5;Hydnophora
Oligocene;Santa Cesarea;reef front;SCT5;Hydnophora
Oligocene;Porto Miggiano;proximal slope;PML1;Hydnophora
Oligocene;Porto Miggiano;proximal slope;PML4;Hydnophora
Oligocene;Porto Miggiano;proximal slope;PML5;Hydnophora
Oligocene;Santa Cesarea;reef front;SCT5;Montastrea
Oligocene;Santa Cesarea;reef front;SCT5;Montastrea
Oligocene;Vitigliano;back reef;VT2;Pavona
Oligocene;Vitigliano;back reef;VT3;Pavona
Oligocene;Vitigliano;back reef;VT1;Porites
Oligocene;Vitigliano;back reef;VT1;Porites
Oligocene;Vitigliano;back reef;VT1;Porites
