specimen id;genus;Section name;latitude;longitude;height cm;width cm;growth mm
SC8a;Porites;SC;40,040278;18,444444;46;66;3,04
SC8a;Porites;SC;40,040278;18,444444;46;66;3
SC8a;Porites;SC;40,040278;18,444444;46;66;2,9
SC8a;Porites;SC;40,040278;18,444444;46;66;2,52
SC8a;Porites;SC;40,040278;18,444444;46;66;2,61
SC8b;Porites;SC;40,040278;18,444444;46;66;2,45
SC8b;Porites;SC;40,040278;18,444444;46;66;2,34
SC8b;Porites;SC;40,040278;18,444444;46;66;2,55
SC8b;Porites;SC;40,040278;18,444444;46;66;3,81
SC8b;Porites;SC;40,040278;18,444444;46;66;3,8
SC8b;Porites;SC;40,040278;18,444444;46;66;3,36
SC8b;Porites;SC;40,040278;18,444444;46;66;2,92
SC8b;Porites;SC;40,040278;18,444444;46;66;3,07
SC8b;Porites;SC;40,040278;18,444444;46;66;3,38
SC8b;Porites;SC;40,040278;18,444444;46;66;3,84
SC8b;Porites;SC;40,040278;18,444444;46;66;3,61
SC8b;Porites;SC;40,040278;18,444444;46;66;5,1
SC8b;Porites;SC;40,040278;18,444444;46;66;5,09
SC8b;Porites;SC;40,040278;18,444444;46;66;4,87
SC9a;Actinacis;SC;40,036111;18,451389;136;151;1,98
SC9a;Actinacis;SC;40,036111;18,451389;136;151;1,47
SC9a;Actinacis;SC;40,036111;18,451389;136;151;2,51
SC9a;Actinacis;SC;40,036111;18,451389;136;151;0,98
SC9a;Actinacis;SC;40,036111;18,451389;136;151;1,98
SC9a;Actinacis;SC;40,036111;18,451389;136;151;1,8
SC9a;Actinacis;SC;40,036111;18,451389;136;151;1,82
SC9a;Actinacis;SC;40,036111;18,451389;136;151;1,26
SC9a;Actinacis;SC;40,036111;18,451389;136;151;1,76
SC9a;Actinacis;SC;40,036111;18,451389;136;151;2,02
SC9a;Actinacis;SC;40,036111;18,451389;136;151;2,16
SC9a;Actinacis;SC;40,036111;18,451389;136;151;2,75
SC9a;Actinacis;SC;40,036111;18,451389;136;151;2,92
SC9a;Actinacis;SC;40,036111;18,451389;136;151;3,26
SC9a;Actinacis;SC;40,036111;18,451389;136;151;2,75
SC9a;Actinacis;SC;40,036111;18,451389;136;151;2,42
SC9a;Actinacis;SC;40,036111;18,451389;136;151;2,17
SC9a;Actinacis;SC;40,036111;18,451389;136;151;0,86
SC9a;Actinacis;SC;40,036111;18,451389;136;151;0,86
SC9a;Actinacis;SC;40,036111;18,451389;136;151;1,06
SC9a;Actinacis;SC;40,036111;18,451389;136;151;1,05
SC9a;Actinacis;SC;40,036111;18,451389;136;151;1,47
SC9a;Actinacis;SC;40,036111;18,451389;136;151;2,15
SC9a;Actinacis;SC;40,036111;18,451389;136;151;2,46
SC9a;Actinacis;SC;40,036111;18,451389;136;151;1,29
SC9a;Actinacis;SC;40,036111;18,451389;136;151;3,35
SC9a;Actinacis;SC;40,036111;18,451389;136;151;1,44
SC9a;Actinacis;SC;40,036111;18,451389;136;151;1,99
SC9a;Actinacis;SC;40,036111;18,451389;136;151;1,99
SC9a;Actinacis;SC;40,036111;18,451389;136;151;2,67
SC9a;Actinacis;SC;40,036111;18,451389;136;151;1,58
SC9a;Actinacis;SC;40,036111;18,451389;136;151;1,1
SC9a;Actinacis;SC;40,036111;18,451389;136;151;1,89
SC9a;Actinacis;SC;40,036111;18,451389;136;151;1,44
SC9a;Actinacis;SC;40,036111;18,451389;136;151;2,05
SC9a;Actinacis;SC;40,036111;18,451389;136;151;1,36
SC9a;Actinacis;SC;40,036111;18,451389;136;151;2,36
SC9a;Actinacis;SC;40,036111;18,451389;136;151;1,52
SC9b;Actinacis;SC;40,036111;18,451389;136;151;2,76
SC9b;Actinacis;SC;40,036111;18,451389;136;151;2,97
SC9b;Actinacis;SC;40,036111;18,451389;136;151;3,08
SC9b;Actinacis;SC;40,036111;18,451389;136;151;2,57
SC9b;Actinacis;SC;40,036111;18,451389;136;151;2,57
SC9b;Actinacis;SC;40,036111;18,451389;136;151;1,83
SC9b;Actinacis;SC;40,036111;18,451389;136;151;2,27
SC9b;Actinacis;SC;40,036111;18,451389;136;151;2,26
SC9b;Actinacis;SC;40,036111;18,451389;136;151;1,93
SC9b;Actinacis;SC;40,036111;18,451389;136;151;2,68
SC10a;Poriticae;SC;40,040278;18,445833;20;24;3,57
